序号,时间(s),电压,阻抗
11625,1453.007,-1.8616859843092408,6531.40918
11626,1453.133,-1.8392309645591072,6531.02002
11627,1453.258,-1.7473411431948702,6531.4375
11628,1453.382,-1.7932411124221113,6531.214355
11629,1453.508,-1.7503571236101891,6531.493652
11630,1453.633,-1.7994014665951217,6531.243652
11631,1453.758,-1.8287356751197137,6531.517578
11632,1453.882,-1.8765044602371057,6532.55127
11633,1454.007,-1.9167879195785495,6532.160645
11634,1454.133,-1.8684899236204124,6531.380859
11635,1454.257,-1.8202056183951913,6530.90625
11636,1454.382,-1.7386143733237693,6531.574707
11637,1454.508,-1.6966023595928548,6531.797363
11638,1454.632,-1.6976977197049803,6530.793457
11639,1454.757,-1.658265845264976,6529.932129
11640,1454.883,-1.6556848017945525,6530.347656
11641,1455.007,-1.59354497032345,6531.877441
11642,1455.133,-1.5586421494962484,6532.019043
11643,1455.257,-1.5083432617925967,6531.214355
11644,1455.382,-1.45941766930325,6530.935059
11645,1455.508,-1.4761938928889877,6531.02002
11646,1455.632,-1.535094885190215,6531.352051
11647,1455.757,-1.6061099793366593,6531.65918
11648,1455.882,-1.6880951709519383,6532.161133
11649,1456.007,-1.7490104427286897,6531.1875
11650,1456.133,-1.7590002562194949,6530.990723
11651,1456.257,-1.6636145841243513,6531.910645
11652,1456.382,-1.609635093598788,6532.270996
11653,1456.507,-1.4935036089171696,6531.604492
11654,1456.633,-1.4371294432838693,6531.129883
11655,1456.758,-1.3963925729018631,6532.413086
11656,1456.882,-1.4230360831110895,6532.550293
11657,1457.007,-1.4365117681214188,6531.603027
11658,1457.132,-1.51194150477571,6532.606445
11659,1457.257,-1.5356701827483599,6532.772949
11660,1457.382,-1.4942995971867281,6531.545898
11661,1457.508,-1.4770824028647442,6532.910645
11662,1457.632,-1.5122898064078563,6532.772949
11663,1457.758,-1.5176331931978166,6533.242676
11664,1457.882,-1.5610114029047288,6531.937012
11665,1458.007,-1.5992416141770605,6532.796875
11666,1458.132,-1.5942750156673604,6532.271484
11667,1458.257,-1.5474253448741029,6532.716309
11668,1458.382,-1.457234820438868,6532.380371
11669,1458.507,-1.3620775694516853,6533.213867
11670,1458.632,-1.2512513779781287,6533.911133
11671,1458.757,-1.1990308435138812,6534.133301
11672,1458.882,-1.1714639271484577,6533.466309
11673,1459.008,-1.1391458159447276,6532.293457
11674,1459.132,-1.1660303588612984,6531.741211
11675,1459.257,-1.1724639417789018,6531.962891
11676,1459.382,-1.1687363479251536,6530.792969
11677,1459.507,-1.186485603438459,6529.406738
11678,1459.632,-1.1978095351115863,6528.375
11679,1459.757,-1.2518354250968464,6528.515625
11680,1459.882,-1.3096536997639132,6528.294434
11681,1460.008,-1.3237310456852236,6529.155762
11682,1460.132,-1.3903561102844246,6528.571777
11683,1460.257,-1.3789470628051386,6530.23877
11684,1460.382,-1.386839709008066,6529.262695
11685,1460.508,-1.3404941002750281,6529.988281
11686,1460.632,-1.322789853268309,6529.765625
11687,1460.757,-1.3064427219808605,6530.016113
11688,1460.882,-1.2670426716787024,6530.182129
11689,1461.007,-1.3047906846481077,6530.04541
11690,1461.132,-1.358228210988823,6530.182129
11691,1461.257,-1.3483589747845761,6529.377441
11692,1461.382,-1.312474291046876,6530.713379
11693,1461.507,-1.3465606492065678,6530.184082
11694,1461.632,-1.298720903167166,6529.23584
11695,1461.757,-1.2204662118689238,6529.681152
11696,1461.882,-1.179045973696071,6529.736816
11697,1462.007,-1.170850024196582,6530.490234
11698,1462.132,-1.1199449854098336,6530.296387
11699,1462.257,-1.1052264932630604,6530.43457
11700,1462.382,-1.0921675918919942,6530.491211
11701,1462.508,-1.116643153690991,6529.851074
11702,1462.632,-1.1586173635185255,6529.23584
11703,1462.757,-1.1501816645916807,6529.514648
11704,1462.882,-1.2341591586981044,6530.183105
11705,1463.007,-1.2747466037380617,6529.988281
11706,1463.132,-1.3372446820385366,6530.461426
11707,1463.257,-1.327159418654996,6530.77002
11708,1463.382,-1.3088852787899665,6530.210449
11709,1463.508,-1.287952068397962,6531.129395
11710,1463.632,-1.2540051125231142,6530.741211
11711,1463.757,-1.3141768208433988,6529.988281
11712,1463.882,-1.3256924168524287,6531.185547
11713,1464.007,-1.4123561689695692,6531.408691
11714,1464.132,-1.459721323343437,6530.153809
11715,1464.257,-1.4945259546184875,6529.040527
11716,1464.382,-1.5453808970301723,6529.708496
11717,1464.507,-1.5013686658389653,6530.125
11718,1464.632,-1.482333541061977,6529.90332
11719,1464.757,-1.3888815520663311,6530.518555
11720,1464.882,-1.3795413110090402,6530.153809
11721,1465.007,-1.3254980915927679,6529.709473
11722,1465.132,-1.2605395772721901,6530.850586
11723,1465.257,-1.17702693263012,6530.57666
11724,1465.382,-1.023843900762982,6529.903809
11725,1465.507,-1.0264122750113343,6530.125
11726,1465.632,-0.8842187244380251,6529.988281
11727,1465.757,-0.8823094700899068,6531.575195
11728,1465.882,-0.9096725410574621,6530.210938
11729,1466.007,-0.8779963122642385,6530.741211
11730,1466.132,-0.8514389183344292,6529.822754
11731,1466.257,-0.9186476922725482,6530.266602
11732,1466.382,-0.9145875455011246,6530.40625
11733,1466.507,-0.8877008737659493,6530.130371
11734,1466.632,-0.9929133203668843,6530.210449
11735,1466.757,-1.0652266611849457,6530.490234
11736,1466.882,-1.0883836600831969,6529.765137
11737,1467.007,-1.126826799182406,6530.297363
11738,1467.132,-1.1045526233448735,6530.685059
11739,1467.256,-1.0548051794749023,6530.822754
11740,1467.381,-0.9955676402506283,6530.879395
11741,1467.507,-0.9494422024221191,6531.324219
11742,1467.632,-1.0036908660432244,6530.599609
11743,1467.757,-1.1005530497338412,6531.518066
11744,1467.882,-1.1147984644656288,6530.70752
